AGI	ProbeID	Gene Symbol	Description	PLT1_FC	PLT2_FC	PLT3_FC	PLT4_FC	PLT5_FC	PLT7_FC	QC_1h_FC	QC_4h_FC	PLT1_p	PLT2_p	PLT3_p	PLT4_p	PLT5_p	PLT7_p	QC_1h_p	QC_4h_p	PLT1	PLT2	PLT3	PLT4	PLT5	PLT7	QC_1h_plt	QC_4h_plt
76	AT1G05310	AT1G05310_at	NA	NA	-0.78	-1.7	-0.59	-0.53	-0.37	-0.65	0.054	0.084	0.000382951321798253	0.0121875784999607	0.0163051966692974	0.0106539801790443	0.094911673477387	0.00186845354050672	0.998342219233687	0.625736620605027	0	-1	0	0	0	0	0	0
77	AT1G05340	AT1G05340_at	NA	NA	0.14	-1.2	-0.58	-0.38	-0.65	-0.91	-0.31	0.27	0.846440310223227	0.0110863555285191	0.530155353436625	0.629526047439717	0.414218357585129	0.165289781646411	0.998342219233687	0.682182579709424	0	-1	0	0	0	0	0	0
78	AT1G05410	AT1G05410_at	NA	NA	1.3	0.51	0.78	0.89	0.54	0.83	0.07	0.36	3.53354575237363e-05	0.0404171372281937	0.0127724479657405	0.00147978810114007	0.0507839291438075	0.00178214355151292	0.998342219233687	0.0502697022736685	1	0	0	1	0	1	0	0
79	AT1G05560	AT1G05560_at	UGT1 UGT75B1	A UDP-glucose transferase localized in the phragmoplast.  It has been co-purified with the callose synthase complex and may transfer UDP-glucose from sucrose synthase to the callose synthase and thus help form a substrate channel for the synthesis of callose at the forming cell plate. Induced by salicylic acid. Independent of NPR1 for their induction by salicylic acid. UGT1 encodes a protein with glucosyltransferase activity with high sequence homology to UGT2 (AT1G05530). It belongs to an UGT subfamily that binds UDP-glucose but not UDP-glucuronate, UDP-galactose, or UDP-rhamnose as the glycosyl donor. UGT1 was shown to be able to use abscisic acid as glycosylation substrate in the presence of UDP-glucose. UGT1/UGT75B1 catalyzes the formation of the p-aminobenzoate-glucose ester in vitro and in vivo. It appears to be the enzyme predominantly responsible for pABA-Glc formation in Arabidopsis based on assays in leaves, flowers, and siliques.	-2.1	NA	-2.3	-1	-1.9	-2.7	-0.23	-0.43	1.61622801216011e-05	NA	0.000124820721599121	0.0112575503603971	0.000255344666642395	1.74302880633227e-06	0.998342219233687	0.0739815066598443	-1	NA	-1	0	-1	-1	0	0
80	AT1G05577	AT1G05577_at	NA	NA	2.2	3.5	0.84	0.69	0.64	1.5	-0.02	0.052	1.136625195987e-07	0.00204535383538544	0.0083040842348871	0.00993623066244464	0.022374648349773	6.87868239054268e-06	0.998342219233687	0.804885004270315	1	1	0	0	0	1	0	0
81	AT1G05620	AT1G05620_at	NSH2 URH2	NA	-1.3	-0.85	-0.35	-0.59	-0.38	-1	-0.037	-0.71	6.50247026788512e-08	0.0106804823797448	0.0541528998407375	0.000533636154980984	0.0216722698500679	1.20035712747588e-06	0.998342219233687	0.00938354415364211	-1	-1	0	0	0	-1	0	0
82	AT1G05700	AT1G05700_at	NA	NA	-0.5	-0.91	-0.037	-0.31	-0.00084	-0.26	0.033	-0.039	0.0201108003070368	0.0145654089094345	0.924966069206213	0.173990632696275	0.998601678673644	0.23808205257965	0.998342219233687	0.854940687951889	0	-1	0	0	0	0	0	0
83	AT1G05710	AT1G05710_at	NA	NA	1.1	0.15	0.0063	-0.063	-0.27	0.36	-0.21	-0.048	2.3190519181529e-05	0.614466070765888	0.987332904185853	0.813969435175139	0.252635301631134	0.0747223051082519	0.998342219233687	0.93864121248046	1	0	0	0	0	0	0	0
84	AT1G05760	AT1G05760_at	RTM1	Specifically restrict the long-distance movement of tobacco etch potyvirus (TEV) without involving either hypersensitive cell death or systemic acquired resistance	-1.2	-0.43	-0.88	-0.58	-0.72	-0.89	-0.33	-0.34	7.26400176903999e-07	0.116850351366067	0.000241243559342168	0.00172831438118065	0.000556155545182352	2.13166405522767e-05	0.998342219233687	0.383679278938095	-1	0	-1	0	0	-1	0	0
85	AT1G05805	AT1G05805_at	NA	NA	-0.84	-0.28	-0.31	-0.21	-0.04	-0.57	-0.081	-0.43	0.000519313378326662	0.115491107651195	0.277400836177323	0.388764464951468	0.910014049401668	0.0110565788266114	0.998342219233687	0.0732731628793256	-1	0	0	0	0	0	0	0
86	AT1G05810	AT1G05810_at	ARA ARA-1 ATRAB11D ATRABA5E RABA5E	NA	-1	-0.28	-0.15	-0.59	-0.15	-0.8	-0.021	-0.42	4.96940357610807e-07	0.152945082356901	0.419109200767053	0.000278459235623585	0.367653414723851	9.42099993264413e-06	0.998342219233687	0.0918305470274292	-1	0	0	0	0	0	0	0
87	AT1G05850	AT1G05850_at	ATCTL1 CTL1 ELP ELP1 ERH2 HOT2 POM1	Encodes an endo chitinase-like protein AtCTL1.  Essential for tolerance to heat, salt and drought stresses.  Also involved in root hair development, cell expansion and response to cytokinin.  Allelic  to erh2. 11 alleles described in Hauser (1995). Mutant is defective in acquired thermotolerance, appears semidwarf throughout its life cycle and has extra lateral branches. There are two EMS alleles. Expression of AtHSP101 is not affected in the mutants.	-1.3	-0.45	-0.6	-0.96	-0.46	-0.87	-0.059	-0.26	7.22821377287994e-10	0.0262738416992775	4.56395133203348e-05	6.09504546113991e-08	0.00019565209174828	6.90654802254118e-08	0.998342219233687	0.177748056619845	-1	0	0	-1	0	-1	0	0
88	AT1G05890	AT1G05890_at	ARI5 ATARI5	NA	0.95	0.14	-0.027	0.29	-0.038	0.75	0.12	0.22	0.000139563872774955	0.369832257069007	0.945144366418188	0.209488036281332	0.911487302130334	0.00122328639386835	0.998342219233687	0.204609476656354	1	0	0	0	0	0	0	0
89	AT1G06010	AT1G06010_at	NA	NA	0.84	0.34	0.58	0.6	0.47	0.77	0.093	0.12	1.5448582043769e-06	0.0668045985907542	0.000720908403989047	9.50601613889966e-05	0.00177689203512619	4.76152142556776e-06	0.998342219233687	0.574885959070603	1	0	0	0	0	0	0	0
90	AT1G06080	AT1G06080_at	ADS1 AtADS1	homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature.	-0.046	0.46	1.3	1.1	0.55	0.79	-0.11	-0.57	0.852949835919113	0.0714905328106789	0.000166871250363477	0.000125938557591038	0.0274619841711936	0.00112579862195818	0.998342219233687	0.0840548005552388	0	0	1	1	0	0	0	0
91	AT1G06180	AT1G06180_at	ATMYB13 ATMYBLFGN MYB13	member of MYB3R- and R2R3- type MYB- encoding genes	1.2	0.067	-0.68	-0.44	-0.76	0.096	-0.49	-0.4	0.000159571867156768	0.762739516248871	0.0475903613951632	0.130493210688316	0.0153930475338179	0.767087233069849	0.82083071384803	0.133487930181393	1	0	0	0	0	0	0	0
92	AT1G06270	AT1G06270_at	NA	NA	0.64	0.76	0.51	0.69	0.42	0.51	0.075	0.2	4.04660634937894e-05	0.0108148475475029	0.00276746982918074	4.01345969905037e-05	0.00472596309195445	0.000445057248014809	0.998342219233687	0.200758405384082	0	1	0	0	0	0	0	0
93	AT1G06380	AT1G06380_at	NA	NA	0.92	0.32	0.72	0.88	0.58	0.94	0.16	0.54	1.44823370988238e-07	0.0786606447249843	4.08950328070609e-05	7.85993179777353e-07	0.000111014991482031	1.68637919631522e-07	0.998342219233687	0.00890305891357678	1	0	0	1	0	1	0	0
94	AT1G06420	AT1G06420_at	NA	NA	1.5	1.3	0.26	0.54	0.23	0.55	0.0061	0.16	9.93038263619143e-07	0.00415205108850782	0.352817856365171	0.0134065353816508	0.348966798118798	0.00912383385953804	0.998342219233687	0.549709158158572	1	1	0	0	0	0	0	0
95	AT1G06460	AT1G06460_at	ACD31.2 ACD32.1	ACD32.1 encodes an alpha-crystallin domain  containing protein with homology to small heat shock proteins.	1	0.75	-0.29	0.92	0.34	1.5	0.045	0.024	0.000352385067157164	0.0145511717292123	0.40515171124046	0.00157620664930747	0.25920781968191	1.31363873415472e-05	0.998342219233687	0.892883940653789	1	1	0	1	0	1	0	0
96	AT1G06520	AT1G06520_at	ATGPAT1 GPAT1 sn-2-GPAT1	Encodes a membrane associated mitochondrial localized protein with  glycerol-3-phosphate acyltransferase activity.Expressed in flower buds and siliques. Homozygous mutant plants are male sterile and have abnormal glycerolipid levels.	0.29	1.9	-0.081	-0.21	0.027	0.14	-0.084	0.064	0.116307937145919	0.00357988174153267	0.798410083598326	0.313232383990213	0.932135639551891	0.500963669487522	0.998342219233687	0.817987510683823	0	1	0	0	0	0	0	0
97	AT1G06570	AT1G06570_at	HPD HPPD PDS1	Mutation of the PDS1 locus disrupts the activity of p-hydroxyphenylpyruvate dioxygenase (HPPDase), the first committed step in the synthesis of both plastoquinone and tocopherols in plants.	-0.31	-0.36	-1.1	-0.56	-0.68	-0.91	0.014	0.44	0.0304049642775092	0.0645561409013113	9.42319820285349e-06	0.000770468200133503	0.000335380089932316	4.83102203124665e-06	0.998342219233687	0.141182342099013	0	0	-1	0	0	-1	0	0
98	AT1G06590	AT1G06590_at	NA	NA	0.83	0.4	0.72	0.84	0.63	1.1	-0.081	0.22	2.21747234398727e-05	0.0584582139595326	0.00094769339523998	3.94422958321244e-05	0.00125231323918059	1.14476364431713e-06	0.998342219233687	0.379524894398039	1	0	0	1	0	1	0	0
99	AT1G06630	AT1G06630_at	NA	NA	0.87	0.38	0.2	0.19	0.17	0.41	0.027	0.081	0.000300243739231778	0.288840032359658	0.493840159748855	0.430967052065972	0.538113009935048	0.0504077166126524	0.998342219233687	0.593240477119872	1	0	0	0	0	0	0	0
100	AT1G06650	AT1G06650_at	NA	encodes a protein whose sequence is similar to 2-oxoglutarate-dependent dioxygenase	-1.2	-0.29	-0.63	-0.63	-0.32	-0.64	0.043	0.022	1.35951667119084e-05	0.26260720874777	0.0177108589892933	0.00571110639361581	0.192094966507486	0.00373793182496935	0.998342219233687	0.900641649101473	-1	0	0	0	0	0	0	0
101	AT1G06670	AT1G06670_at	NIH	nuclear DEIH-box helicase (NIH) encoding a putative RNA and/or DNA helicase homologous to a group of nucleic acid helicases from the DEAD/H family with nuclear DEIH-box helicase (NIH) distinct N- and C-terminal regions that differ from animal DEIH proteins	0.82	0.35	0.56	1	0.54	0.59	0.16	0.56	3.79261101618599e-05	0.110367917085765	0.00727102624888265	9.64810935507514e-06	0.00484892269851684	0.000869513105359154	0.998342219233687	0.0183413052971844	1	0	0	1	0	0	0	0
102	AT1G06720	AT1G06720_at	NA	NA	1.3	0.56	1	1.4	1.1	1.2	0.11	0.55	1.09355852898792e-06	0.0133262805884878	0.000181198356542106	1.50457024451548e-06	5.04019694065335e-05	3.53171847408105e-06	0.998342219233687	0.0119521848924497	1	0	1	1	1	1	0	0
103	AT1G06830	AT1G06830_at	NA	NA	-0.65	-1.1	-0.92	-0.21	-0.6	-1	-0.049	0.17	0.0198207426869579	0.0390860666599368	0.0110727099989863	0.528913677301271	0.0581171723849564	0.00110163559970137	0.998342219233687	0.306630721563894	0	0	0	0	0	-1	0	0
104	AT1G06850	AT1G06850_at	AtbZIP52 bZIP52	NA	-0.82	-0.25	-0.27	-0.77	-0.67	-1	-0.26	-0.66	0.000434595114154744	0.185089477137032	0.33444730585	0.00118158976570227	0.00598320937214812	5.98081723285741e-05	0.998342219233687	0.0307407092008302	-1	0	0	0	0	-1	0	0
105	AT1G06960	AT1G06960_at	NA	NA	0.65	0.043	0.42	0.6	0.27	0.92	0.025	0.13	0.00551422325635134	0.805823827280312	0.138316757159645	0.012882867922967	0.320990218785115	0.000392897867501749	0.998342219233687	0.435915605718185	0	0	0	0	0	1	0	0
106	AT1G06980	AT1G06980_at	NA	NA	1.9	0.94	-0.0022	-0.22	0.0057	0.77	0.43	0.45	2.45402768073884e-06	0.00415205108850782	0.996628286523268	0.520587192203389	0.99072653178558	0.0103375949012446	0.854654604173379	0.0651988557993749	1	1	0	0	0	0	0	0
107	AT1G07050	AT1G07050_at	NA	NA	0.68	1.6	0.07	0.58	0.067	0.67	0.091	0.049	0.0412147408890702	0.00525868865657509	0.909154051670095	0.10810011731034	0.903753198130376	0.0490689609823656	0.998342219233687	0.75154181225019	0	1	0	0	0	0	0	0
108	AT1G07070	AT1G07070_at	NA	NA	0.87	0.2	0.57	0.79	0.54	0.66	0.008	0.34	1.08000692849119e-06	0.342493326095429	0.000826899087246942	6.56630797559622e-06	0.000516195287649295	2.49713042970304e-05	0.998342219233687	0.171104422425444	1	0	0	0	0	0	0	0
109	AT1G07135	AT1G07135_at	NA	NA	0.74	0.84	0.15	0.42	0.098	0.25	0.066	0.092	0.00472956868305518	0.0121972385395291	0.710302257333231	0.114970566919557	0.795592819686468	0.34527597363489	0.998342219233687	0.826037255963221	0	1	0	0	0	0	0	0
110	AT1G07180	AT1G07180_at	ATNDI1 NDA1	Internal NAD(P)H dehydrogenase in mitochondria. The predicted protein sequence has high homology with other designated NAD(P)H DHs from microorganisms; the capacity for matrix NAD(P)H oxidation via the rotenone-insensitive pathway is significantly reduced in the Atndi1 mutant plant line; the in vitro translation product of AtNDI1 is imported into isolated mitochondria and located on the inside of the inner membrane.	-0.39	-1.3	-0.12	0.23	-0.084	-0.38	0.078	-0.24	0.416656706603894	0.0134278196459753	0.884149112261193	0.692834736261745	0.913700598096113	0.459315319028463	0.998342219233687	0.286410516951811	0	-1	0	0	0	0	0	0
111	AT1G07280	AT1G07280_at	NA	NA	1.9	1.6	1.4	1.3	0.89	1.6	-0.047	-0.27	1.40816473581091e-06	0.00292635568773676	0.000563131662114323	0.000105172833684855	0.00572558536895935	1.32264228471943e-05	0.998342219233687	0.0910456871889666	1	1	1	1	0	1	0	0
112	AT1G07350	AT1G07350_at	SR45a	NA	-0.88	0.0078	-0.2	-0.79	-0.46	-1.2	0.051	0.018	0.0047542877647951	0.975817069453002	0.671581495041476	0.0152002092711068	0.19042838964345	0.000403147662621412	0.998342219233687	0.969182157566415	0	0	0	0	0	-1	0	0
113	AT1G07370	AT1G07370_at	ATPCNA1 PCNA1	Encodes putative proliferating cell nuclear antigen involved in cell cycle regulation.	1.1	0.18	0.78	0.71	0.66	1	-0.0021	0.19	2.13267064795775e-06	0.26519342861794	0.0010071051095777	0.000434136468419676	0.00160485677011391	6.66079695026071e-06	0.998864964929684	0.323224085330548	1	0	0	0	0	1	0	0
114	AT1G07570	AT1G07570_at	APK1 APK1A	Protein kinase capable of phosphorylating tyrosine, serine, and threonine residues	-0.87	-0.49	-0.65	-0.74	-0.65	-1.3	-0.33	-0.17	5.57933011022139e-07	0.054973856683614	0.000180522889772583	7.83897649367693e-06	7.45159582290373e-05	1.78062814211397e-08	0.998342219233687	0.589508519717179	-1	0	0	0	0	-1	0	0
115	AT1G07610	AT1G07610_at	MT1C	one of the five metallothioneins (MTs) genes identified in Arabidopsis. MTs are cysteine-rich proteins required for heavy metal tolerance.	-0.89	-0.14	-0.37	-0.27	-0.025	-0.38	0.0019	0.32	4.73495793509317e-06	0.307945960690564	0.0384388998311618	0.0689702150477373	0.913700598096113	0.00926656616962364	0.998864964929684	0.217092236764778	-1	0	0	0	0	0	0	0
116	AT1G07630	AT1G07630_at	PLL5	Encodes a protein phosphatase 2C  like gene, similar to POL. Involved in leaf development. Knockout mutants have abnormally shaped leaves.	-0.91	-0.3	-0.35	-0.42	-0.21	-0.53	-0.17	-0.24	0.000536678246366833	0.424165835488002	0.250554553759416	0.0889905374846048	0.479289582803975	0.0271929485779957	0.998342219233687	0.134842039035631	-1	0	0	0	0	0	0	0
117	AT1G07650	AT1G07650_at	NA	NA	-2.3	-1	-1.7	-1.7	-0.95	-2.3	-0.16	0.19	8.43632847516402e-08	0.0114575959799524	4.58647583307978e-05	6.61809815217364e-06	0.00231613816839723	1.31601618712059e-07	0.998342219233687	0.419496690629381	-1	-1	-1	-1	0	-1	0	0
118	AT1G07720	AT1G07720_at	KCS3	Encodes KCS3, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).	-2	-0.73	-1.2	-1.6	-1.1	-1.4	-0.022	0.13	2.86057461209213e-07	0.0114575959799524	0.000714787942095873	1.12711496394589e-05	0.000603871865380086	2.19446651056294e-05	0.998342219233687	0.542709040069202	-1	-1	-1	-1	-1	-1	0	0
119	AT1G07750	AT1G07750_at	NA	NA	-0.91	-0.53	-0.51	-0.52	-0.35	-0.53	-0.051	-0.36	9.00863321407271e-08	0.0381126994035739	0.000505883003340133	6.32548129046044e-05	0.00407867653343484	3.38759994860085e-05	0.998342219233687	0.0978504198686952	-1	0	0	0	0	0	0	0
120	AT1G07830	AT1G07830_at	NA	NA	1	0.65	0.88	0.89	0.72	0.87	0.12	0.36	7.05945557683049e-08	0.00856380882552179	7.38775724824484e-06	7.03085745328191e-07	1.80318259762653e-05	4.0886846665743e-07	0.998342219233687	0.0791579031693841	1	1	1	1	0	1	0	0
121	AT1G08030	AT1G08030_at	AQC1 TPST	Encodes a tyrosylprotein sulfotransferase (TPST). This protein is a 500-aa type I transmembrane protein that shows no sequence similarity to animal TPSTs. Activity confirmed by protein expression in yeast.  TPST is expressed throughout the plant body, and the highest levels of expression are in the root apical meristem. A loss-of-function mutant TPST displayed a marked dwarf phenotype accompanied by stunted roots, pale green leaves, reduction in higher order veins, early senescence, and a reduced number of flowers and siliques.	1.9	0.74	0.33	0.054	0.12	1.2	0.091	0.099	6.99381696915095e-06	0.0154340649868761	0.449539842505126	0.903968945661535	0.802715866414666	0.000700125074732657	0.998342219233687	0.487269156149375	1	1	0	0	0	1	0	0
122	AT1G08090	AT1G08090_at	ACH1 ATNRT2.1 ATNRT2:1 LIN1 NRT2 NRT2.1 NRT2:1 NRT2;1AT	High-affinity nitrate transporter. Up-regulated by nitrate. Functions as a repressor of lateral root initiation independently of nitrate uptake.	0.36	-1.4	0.14	0.15	0.2	0.36	-0.09	-0.23	0.133027468481536	0.0142033159952413	0.728291894212021	0.598276286687441	0.525979817419151	0.138626707338883	0.998342219233687	0.189386301148346	0	-1	0	0	0	0	0	0
123	AT1G08180	AT1G08180_at	NA	NA	-0.92	-0.29	-0.61	-0.46	-0.52	-0.63	0.037	0.12	0.000227687646309233	0.4242085248725	0.0256630291897028	0.0422605027703858	0.0339603316379814	0.00558849841499273	0.998342219233687	0.625996322420175	-1	0	0	0	0	0	0	0
124	AT1G08220	AT1G08220_at	NA	NA	0.94	0.51	0.68	0.97	0.81	0.9	0.13	0.13	1.38282544256215e-05	0.0422388580622296	0.00244887487917025	2.17505809393762e-05	0.000294851653758271	2.88032261305779e-05	0.998342219233687	0.521341885694224	1	0	0	1	1	1	0	0
125	AT1G08230	AT1G08230_at	NA	NA	-0.62	-0.56	-0.95	-0.78	-0.63	-0.78	0.38	0.061	0.00333028363646911	0.0766420859984446	0.000851980089195387	0.000974692524934881	0.00799551754477472	0.000684456153698775	0.998342219233687	0.865149320364037	0	0	-1	0	0	0	0	0
126	AT1G08260	AT1G08260_at	ABO4 EMB142 EMB2284 EMB529 ESD7 POL2A TIL1	Similar to POL2A, DNA polymerase epsilon catalytic subunit. Essential for Arabidopsis growth. Null homozygotes are embryo lethal, partial loss of function alleles show embryo patterning defects such as root pole displacement. Delayed progression through cell cycle results in embryos with smaller numbers of larger cells.	1.4	0.29	0.78	1	0.79	0.92	0.039	0.44	1.04661711541847e-06	0.178942256272487	0.00248189006168973	4.00498637246099e-05	0.000983370955959986	7.78189166984944e-05	0.998342219233687	0.0782631667219638	1	0	0	1	0	1	0	0
127	AT1G08320	AT1G08320_at	bZIP21 TGA9	NA	-0.88	-1.1	-0.23	-0.45	-0.09	-0.45	-0.095	0.0061	0.000263964682795001	0.0193581878637854	0.430221892962793	0.0445612867119805	0.769878044630197	0.0333043145850848	0.998342219233687	0.984495110474019	-1	-1	0	0	0	0	0	0
128	AT1G08340	AT1G08340_at	NA	NA	-0.5	-0.83	-0.27	-0.26	-0.17	-0.47	0.092	-0.21	0.0020119164989224	0.0151406431722844	0.172172768333691	0.109255347723982	0.354478248459932	0.00369753633438442	0.998342219233687	0.309368155565542	0	-1	0	0	0	0	0	0
129	AT1G08500	AT1G08500_at	AtENODL18 ENODL18	NA	-0.94	-0.48	-0.21	-0.44	-0.49	-0.94	-0.044	-0.25	0.000157876304319657	0.0872859871501619	0.484078636712453	0.0496325519887094	0.042036996635908	0.000195871149833064	0.998342219233687	0.538836561251406	-1	0	0	0	0	-1	0	0
130	AT1G08570	AT1G08570_at	ACHT4	Encodes a member of the thioredoxin family protein.  Located in the chloroplast.  Shows high activity towards the chloroplast 2-Cys peroxiredoxin A, and poor activity towards the chloroplast NADP-malate   dehydrogenase.	-0.51	-0.86	-0.53	-0.6	-0.54	-0.51	-0.11	0.3	0.00311005433116458	0.0180388914969909	0.0126437672486047	0.00150652980811044	0.00593178524407039	0.00363880433527165	0.998342219233687	0.259957415081861	0	-1	0	0	0	0	0	0
131	AT1G08580	AT1G08580_at	NA	NA	0.84	0.23	0.55	0.85	0.52	0.72	0.15	0.44	0.000163992364694076	0.147082029768789	0.0230073092121218	0.000257945823534778	0.0173895766446044	0.000720515777586873	0.998342219233687	0.034590255755797	1	0	0	1	0	0	0	0
132	AT1G08610	AT1G08610_at	NA	NA	1.1	0.045	0.64	0.95	0.7	0.9	0.29	0.69	1.013837510798e-06	0.842336414733915	0.0022923498500816	1.23311218634404e-05	0.000514098040949217	1.23942923384676e-05	0.998342219233687	0.0135496238457618	1	0	0	1	0	1	0	0
133	AT1G08630	AT1G08630_at	THA1	Encodes a threonine aldolase, involved in threonine degradation to glycine. Primarily expressed in seeds and seedlings.	0.27	0.41	1.1	0.029	0.049	0.66	0.12	0.087	0.150493763570024	0.183476025514806	0.000135981118154258	0.915609578106167	0.873824712290202	0.00161280038168286	0.998342219233687	0.670232019287085	0	0	1	0	0	0	0	0
134	AT1G08670	AT1G08670_at	NA	NA	-0.41	-1.3	-0.12	-0.28	-0.13	-0.3	-0.074	-0.035	0.0017052721845133	0.0158823553717355	0.497026812159844	0.0306277652789047	0.36665283843022	0.0157741320699416	0.998342219233687	0.894572140810137	0	-1	0	0	0	0	0	0
135	AT1G08730	AT1G08730_at	ATXIC XIC	Class XI myosin gene	2.9	1.6	0.32	0.14	0.11	3.6	0.13	0.19	1.471709865853e-05	0.0189533886135029	0.688085786353617	0.848088491000591	0.891769832342018	1.92961192172731e-06	0.998342219233687	0.355232296953687	1	1	0	0	0	1	0	0
136	AT1G08810	AT1G08810_at	AtMYB60 MYB60	putative transcription factor of the R2R3-MYB gene family. Transcript increases under conditions that promote stomatal opening (white and blue light, abi1-1 mutation) and decreases under conditions that trigger stomatal closure (ABA, desiccation, darkness), with the exception of elevated CO2. Expressed exclusively in guard cells of all tissues. It is required for light-induced opening of stomata. Mutant shows reduced stomatal aperture which helps to limit water loss during drought.	-1.1	-0.38	-0.67	-0.75	-0.55	-0.78	-0.11	-0.12	1.88088455243106e-05	0.149923435933737	0.00878015976262915	0.00109938400252447	0.0155067256931235	0.000502140225322435	0.998342219233687	0.36591867211736	-1	0	0	0	0	0	0	0
137	AT1G08920	AT1G08920_at	ESL1	Encodes ESL1, a transporter for monosaccharides.	-1.7	-1.1	-1.3	-0.57	-0.91	-1.7	-0.35	-0.72	1.09509374402026e-05	0.00415480803300691	0.00142509359394353	0.0654344257335587	0.00863034611435198	1.27017442837682e-05	0.998342219233687	0.0266667281689496	-1	-1	-1	0	0	-1	0	0
