gen.id	name	id
AT1G03000	fatty acid beta-oxidation	GO:0006635
AT1G03000	protein import into peroxisome matrix	GO:0016558
AT1G03010	pollen tube growth	GO:0009860
AT1G03010	protein ubiquitination	GO:0016567
AT1G03040	regulation of transcription by RNA polymerase II	GO:0006357
AT1G03050	vesicle budding from membrane	GO:0006900
AT1G03050	pollen tube growth	GO:0009860
AT1G03050	clathrin coat assembly	GO:0048268
AT1G03050	clathrin-dependent endocytosis	GO:0072583
AT1G03050	protein localization to plasma membrane	GO:0072659
AT1G03055	secondary shoot formation	GO:0010223
AT1G03055	strigolactone biosynthetic process	GO:1901601
AT1G03060	vacuole organization	GO:0007033
AT1G03060	multidimensional cell growth	GO:0009825
AT1G03060	trichome morphogenesis	GO:0010090
AT1G03060	P-body assembly	GO:0033962
AT1G03060	cellular response to salt stress	GO:0071472
AT1G03060	mucilage extrusion from seed coat	GO:0080001
AT1G03060	positive regulation of root hair elongation	GO:1902892
AT1G03060	regulation of vacuolar transport	GO:1903335
AT1G03060	regulation of intracellular mRNA localization	GO:1904580
AT1G03070	response to osmotic stress	GO:0006970
AT1G03070	response to water deprivation	GO:0009414
AT1G03070	response to salt stress	GO:0009651
AT1G03070	response to abscisic acid	GO:0009737
AT1G03070	tissue development	GO:0009888
AT1G03070	secondary metabolic process	GO:0019748
AT1G03070	cell differentiation	GO:0030154
AT1G03070	xylan metabolic process	GO:0045491
AT1G03070	root development	GO:0048364
AT1G03070	developmental growth	GO:0048589
AT1G03080	organic acid metabolic process	GO:0006082
AT1G03080	tropism	GO:0009606
AT1G03080	response to wounding	GO:0009611
AT1G03080	defense response to other organism	GO:0098542
AT1G03090	leucine catabolic process	GO:0006552
AT1G03100	biological_process	GO:0008150
AT1G03103	biological_process	GO:0008150
AT1G03106	seed development	GO:0048316
AT1G03110	tRNA modification	GO:0006400
AT1G03110	7-methylguanosine metabolic process	GO:0008618
AT1G03130	cellular glucan metabolic process	GO:0006073
AT1G03130	organelle organization	GO:0006996
AT1G03130	response to temperature stimulus	GO:0009266
AT1G03130	response to water deprivation	GO:0009414
AT1G03130	response to red or far red light	GO:0009639
AT1G03130	response to low light intensity stimulus	GO:0009645
AT1G03130	chlorophyll metabolic process	GO:0015994
AT1G03130	cellular component assembly	GO:0022607
AT1G03130	pigment metabolic process	GO:0042440
AT1G03140	generation of catalytic spliceosome for second transesterification step	GO:0000350
AT1G03140	alternative mRNA splicing, via spliceosome	GO:0000380
AT1G03150	response to light stimulus	GO:0009416
AT1G03150	N-terminal peptidyl-methionine acetylation	GO:0017196
AT1G03160	thylakoid membrane organization	GO:0010027
AT1G03160	vegetative to reproductive phase transition of meristem	GO:0010228
AT1G03160	negative regulation of plant-type hypersensitive response	GO:0034051
AT1G03160	negative regulation of defense response to bacterium	GO:1900425
AT1G03170	regulation of meristem growth	GO:0010075
AT1G03190	nucleotide-excision repair, DNA duplex unwinding	GO:0000717
AT1G03190	DNA repair	GO:0006281
AT1G03190	transcription by RNA polymerase II	GO:0006366
AT1G03190	response to heat	GO:0009408
AT1G03190	response to UV	GO:0009411
AT1G03190	nucleotide-excision repair, DNA incision	GO:0033683
AT1G03190	positive regulation of mitotic recombination	GO:0045951
AT1G03200	biological_process	GO:0008150
AT1G03220	proteolysis	GO:0006508
AT1G03220	cellular response to hypoxia	GO:0071456
AT1G03230	proteolysis	GO:0006508
AT1G03240	developmental growth	GO:0048589
AT1G03250	cellular response to starvation	GO:0009267
AT1G03260	protein localization	GO:0008104
AT1G03260	cellular localization	GO:0051641
AT1G03280	transcription open complex formation at RNA polymerase II promoter	GO:0001113
AT1G03280	negative regulation of metabolic process	GO:0009892
AT1G03280	positive regulation of metabolic process	GO:0009893
AT1G03280	shoot system development	GO:0048367
AT1G03290	regulation of transcription by RNA polymerase II	GO:0006357
AT1G03310	glycogen metabolic process	GO:0005977
AT1G03310	amylopectin biosynthetic process	GO:0010021
AT1G03310	starch biosynthetic process	GO:0019252
AT1G03330	mRNA splicing, via spliceosome	GO:0000398
AT1G03340	biological_process	GO:0008150
AT1G03350	biological_process	GO:0008150
AT1G03360	maturation of 5.8S rRNA	GO:0000460
AT1G03360	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000467
AT1G03360	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	GO:0034427
AT1G03360	U4 snRNA 3'-end processing	GO:0034475
AT1G03360	exonucleolytic catabolism of deadenylated mRNA	GO:0043928
AT1G03360	negative regulation of post-transcriptional gene silencing	GO:0060149
AT1G03360	CUT catabolic process	GO:0071034
AT1G03360	nuclear polyadenylation-dependent rRNA catabolic process	GO:0071035
AT1G03360	nuclear polyadenylation-dependent tRNA catabolic process	GO:0071038
AT1G03360	polyadenylation-dependent snoRNA 3'-end processing	GO:0071051
AT1G03365	vegetative to reproductive phase transition of meristem	GO:0010228
AT1G03365	protein ubiquitination	GO:0016567
AT1G03365	negative regulation of cellular process	GO:0048523
AT1G03365	phyllome development	GO:0048827
AT1G03365	regulation of developmental process	GO:0050793
AT1G03365	regulation of reproductive process	GO:2000241
AT1G03370	hormone-mediated signaling pathway	GO:0009755
AT1G03380	response to starvation	GO:0042594
AT1G03400	signal transduction	GO:0007165
AT1G03400	response to light stimulus	GO:0009416
AT1G03400	response to bacterium	GO:0009617
AT1G03400	response to fungus	GO:0009620
AT1G03400	cellular response to salicylic acid stimulus	GO:0071446
AT1G03400	defense response to other organism	GO:0098542
AT1G03430	phosphorelay signal transduction system	GO:0000160
AT1G03430	signal transduction	GO:0007165
AT1G03430	antipodal cell differentiation	GO:0009557
AT1G03430	embryo sac egg cell differentiation	GO:0009560
AT1G03430	cytokinin-activated signaling pathway	GO:0009736
AT1G03430	phosphorylation	GO:0016310
AT1G03430	regulation of cytokinin-activated signaling pathway	GO:0080036
AT1G03440	defense response	GO:0006952
AT1G03440	signal transduction	GO:0007165
AT1G03445	brassinosteroid mediated signaling pathway	GO:0009742
AT1G03445	regulation of protein localization	GO:0032880
AT1G03445	positive regulation of brassinosteroid mediated signaling pathway	GO:1900459
AT1G03457	mRNA catabolic process	GO:0006402
AT1G03457	photoperiodism, flowering	GO:0048573
AT1G03457	regulation of photoperiodism, flowering	GO:2000028
AT1G03470	response to light stimulus	GO:0009416
AT1G03470	protein catabolic process	GO:0030163
AT1G03470	monocarboxylic acid metabolic process	GO:0032787
AT1G03470	cellular catabolic process	GO:0044248
AT1G03470	cellular lipid metabolic process	GO:0044255
AT1G03470	regulation of biological quality	GO:0065008
AT1G03475	protoporphyrinogen IX biosynthetic process	GO:0006782
AT1G03475	chlorophyll biosynthetic process	GO:0015995
AT1G03475	tetrapyrrole biosynthetic process	GO:0033014
AT1G03530	box H/ACA snoRNP assembly	GO:0000493
AT1G03530	pseudouridine synthesis	GO:0001522
AT1G03530	embryo development ending in seed dormancy	GO:0009793
AT1G03530	ribosome biogenesis	GO:0042254
AT1G03550	protein transport	GO:0015031
AT1G03560	chromatin organization	GO:0006325
AT1G03590	peptidyl-threonine dephosphorylation	GO:0035970
AT1G03600	photosystem II repair	GO:0010206
AT1G03600	photosystem II assembly	GO:0010207
AT1G03600	cellular response to light intensity	GO:0071484
AT1G03620	biological_process	GO:0008150
AT1G03630	chlorophyll biosynthetic process	GO:0015995
AT1G03650	biological_process	GO:0008150
AT1G03680	regulation of carbohydrate metabolic process	GO:0006109
AT1G03680	response to oxidative stress	GO:0006979
AT1G03680	response to cold	GO:0009409
AT1G03680	positive regulation of catalytic activity	GO:0043085
AT1G03680	negative regulation of catalytic activity	GO:0043086
AT1G03687	biological_process	GO:0008150
AT1G03700	secondary metabolic process	GO:0019748
AT1G03710	stem cell population maintenance	GO:0019827
AT1G03710	macromolecule modification	GO:0043412
AT1G03730	regulation of immune system process	GO:0002682
AT1G03730	response to wounding	GO:0009611
AT1G03730	response to abscisic acid	GO:0009737
AT1G03730	response to salicylic acid	GO:0009751
AT1G03730	response to jasmonic acid	GO:0009753
AT1G03730	hormone-mediated signaling pathway	GO:0009755
AT1G03730	regulation of signal transduction	GO:0009966
AT1G03730	response to chitin	GO:0010200
AT1G03730	regulation of defense response	GO:0031347
AT1G03730	defense response to bacterium	GO:0042742
AT1G03730	negative regulation of cellular process	GO:0048523
AT1G03730	defense response to fungus	GO:0050832
AT1G03730	cellular response to organic cyclic compound	GO:0071407
AT1G03730	cellular response to oxygen-containing compound	GO:1901701
AT1G03740	protein phosphorylation	GO:0006468
AT1G03740	phosphorylation	GO:0016310
AT1G03740	positive regulation of transcription elongation by RNA polymerase II	GO:0032968
AT1G03740	phosphorylation of RNA polymerase II C-terminal domain	GO:0070816
AT1G03750	photoperiodism	GO:0009648
AT1G03750	vegetative to reproductive phase transition of meristem	GO:0010228
AT1G03750	negative regulation of gene expression	GO:0010629
AT1G03750	negative regulation of cellular process	GO:0048523
AT1G03750	regulation of developmental process	GO:0050793
AT1G03760	negative regulation of transcription by RNA polymerase II	GO:0000122
AT1G03760	negative regulation of phosphatase activity	GO:0010923
AT1G03770	cell fate determination	GO:0001709
AT1G03770	maintenance of floral meristem identity	GO:0010076
AT1G03770	maintenance of inflorescence meristem identity	GO:0010077
AT1G03770	maintenance of shoot apical meristem identity	GO:0010492
AT1G03770	protein ubiquitination	GO:0016567
AT1G03770	negative regulation of gene expression, epigenetic	GO:0045814
AT1G03770	negative regulation of DNA-templated transcription	GO:0045892
AT1G03780	mitotic cell cycle	GO:0000278
AT1G03780	activation of protein kinase activity	GO:0032147
AT1G03780	spindle assembly	GO:0051225
AT1G03780	regulation of mitotic spindle organization	GO:0060236
AT1G03780	mitotic spindle assembly	GO:0090307
AT1G03790	regulation of DNA-templated transcription	GO:0006355
AT1G03790	negative regulation of seed germination	GO:0010187
AT1G03830	seed development	GO:0048316
AT1G03830	positive regulation of cellular process	GO:0048522
AT1G03830	negative regulation of cellular process	GO:0048523
AT1G03830	anatomical structure arrangement	GO:0048532
AT1G03830	meiotic cell cycle process	GO:1903046
AT1G03830	regulation of reproductive process	GO:2000241
AT1G03840	regulation of DNA-templated transcription	GO:0006355
AT1G03840	asymmetric cell division	GO:0008356
AT1G03840	positive regulation of gibberellic acid mediated signaling pathway	GO:0009939
AT1G03840	regulation of meristem growth	GO:0010075
AT1G03840	protein localization to nucleus	GO:0034504
AT1G03840	positive regulation of DNA-templated transcription	GO:0045893
AT1G03840	root development	GO:0048364
AT1G03850	negative regulation of transcription by RNA polymerase II	GO:0000122
AT1G03850	response to cytokinin	GO:0009735
AT1G03850	defense response to fungus	GO:0050832
AT1G03850	response to photooxidative stress	GO:0080183
AT1G03860	mitochondrion organization	GO:0007005
AT1G03870	plant-type secondary cell wall biogenesis	GO:0009834
AT1G03880	response to abscisic acid	GO:0009737
AT1G03880	seed germination	GO:0009845
AT1G03880	seed maturation	GO:0010431
AT1G03880	cellular response to abscisic acid stimulus	GO:0071215
AT1G03890	seed maturation	GO:0010431
AT1G03900	endocytosis	GO:0006897
AT1G03900	vesicle-mediated transport	GO:0016192
AT1G03900	small molecule metabolic process	GO:0044281
AT1G03900	transmembrane transport	GO:0055085
AT1G03905	response to osmotic stress	GO:0006970
AT1G03905	response to water deprivation	GO:0009414
AT1G03905	response to light stimulus	GO:0009416
AT1G03905	small molecule metabolic process	GO:0044281
AT1G03905	cellular response to radiation	GO:0071478
AT1G03910	embryo development ending in seed dormancy	GO:0009793
AT1G03910	mRNA cis splicing, via spliceosome	GO:0045292
AT1G03920	protein phosphorylation	GO:0006468
AT1G03920	pollen development	GO:0009555
AT1G03920	pollen germination	GO:0009846
AT1G03920	peptidyl-serine phosphorylation	GO:0018105
AT1G03920	intracellular signal transduction	GO:0035556
AT1G03930	endocytosis	GO:0006897
AT1G03930	signal transduction	GO:0007165
AT1G03930	peptidyl-serine phosphorylation	GO:0018105
AT1G03940	anthocyanin-containing compound biosynthetic process	GO:0009718
AT1G03940	response to jasmonic acid	GO:0009753
AT1G03940	regulation of flavonoid biosynthetic process	GO:0009962
AT1G03950	protein transport	GO:0015031
AT1G03950	vesicle-mediated transport	GO:0016192
AT1G03950	endosome transport via multivesicular body sorting pathway	GO:0032509
AT1G03950	late endosome to vacuole transport	GO:0045324
AT1G03960	protein dephosphorylation	GO:0006470
AT1G03970	immune system process	GO:0002376
AT1G03970	signal transduction	GO:0007165
AT1G03970	response to organonitrogen compound	GO:0010243
AT1G03970	positive regulation of DNA-templated transcription	GO:0045893
AT1G03970	defense response to other organism	GO:0098542
AT1G03980	response to metal ion	GO:0010038
AT1G03980	detoxification of copper ion	GO:0010273
AT1G03980	phytochelatin biosynthetic process	GO:0046938
AT1G03980	cellular detoxification of cadmium ion	GO:0098849
AT1G03982	biological_process	GO:0008150
AT1G04000	biological_process	GO:0008150
AT1G04010	lipid metabolic process	GO:0006629
AT1G04010	leaf senescence	GO:0010150
AT1G04010	sterol catabolic process	GO:0016127
AT1G04030	male meiosis II	GO:0007142
AT1G04030	negative regulation of cellular metabolic process	GO:0031324
AT1G04040	tissue development	GO:0009888
AT1G04040	root morphogenesis	GO:0010015
AT1G04040	response to inorganic substance	GO:0010035
AT1G04040	oxoacid metabolic process	GO:0043436
AT1G04040	negative regulation of cellular process	GO:0048523
AT1G04040	developmental growth	GO:0048589
AT1G04050	negative regulation of metabolic process	GO:0009892
AT1G04050	gene silencing by RNA	GO:0031047
AT1G04050	histone lysine methylation	GO:0034968
AT1G04050	cellular component biogenesis	GO:0044085
AT1G04050	seed development	GO:0048316
AT1G04050	cell division	GO:0051301
AT1G04050	meiotic cell cycle process	GO:1903046
AT1G04070	protein targeting to mitochondrion	GO:0006626
AT1G04080	mRNA 5'-splice site recognition	GO:0000395
AT1G04080	RNA processing	GO:0006396
AT1G04080	mRNA processing	GO:0006397
AT1G04080	regulation of timing of transition from vegetative to reproductive phase	GO:0048510
AT1G04080	photoperiodism, flowering	GO:0048573
AT1G04090	biological_process	GO:0008150
AT1G04100	regulation of DNA-templated transcription	GO:0006355
AT1G04100	response to auxin	GO:0009733
AT1G04120	response to salt stress	GO:0009651
AT1G04120	cellular potassium ion homeostasis	GO:0030007
AT1G04120	transmembrane transport	GO:0055085
AT1G04120	abscisic acid-activated signaling pathway involved in stomatal movement	GO:1901527
AT1G04120	stomatal opening	GO:1990069
AT1G04130	protein folding	GO:0006457
AT1G04140	autophagy	GO:0006914
AT1G04170	formation of translation preinitiation complex	GO:0001731
AT1G04170	response to inorganic substance	GO:0010035
AT1G04170	positive regulation of translational fidelity	GO:0045903
AT1G04170	seed development	GO:0048316
AT1G04190	protein folding	GO:0006457
AT1G04190	response to inorganic substance	GO:0010035
